Kode	Tekst
KPHE30	Trombektomi i vena cava inferior
KPHE31	Trombektomi i vena renalis
KPHE99	Trombektomi i anden vene
KPHH	Bypass-operationer på vener
KPHH21	Bypass-operation fra vena poplitea
KPHH22	Bypass-operation fra vena femoralis
KPHH25	Bypass-operation fra vena iliaca
KPHH99	Bypass-operation fra anden vene
KPHJ	Transpositioner af vener
KPHJ22	Transposition af vena femoralis
KPHJ97	Superficialisering af vene ved arteriovenøs fistel på overekstremitet
KPHJ98	Superficialisering af vene ved arteriovenøs fistel på underekstremitet
KPHJ99	Transposition af anden vene
KPHN	Plastikker på vener
KPHN21	Plastik på vena poplitea
KPHN30	Plastik på vena cava inferior
KPHN31	Plastik på vena renalis
KPHN31A	Plastik på vena renalis til transplanteret nyre
KPHN99	Plastik på anden vene
KPHP	Perkutane plastikker på vener
KPHP21	Perkutan plastik på vena poplitea
KPHP22	Perkutan plastik på vena femoralis
KPHP23	Perkutan plastik på vena iliaca
KPHP30	Perkutan plastik på vena cava inferior
KPHP41	Perkutan plastik på vena axillaris eller vena brachialis
KPHP42	Perkutan plastik på vena subclavia eller vena brachiocephalica
KPHP99	Perkutan plastik på anden vene
KPHQ	Indsættelser af endoprotese i vene
KPHQ21	Indsættelse af endoprotese i vena poplitea
KPHQ22	Indsættelse af endoprotese i vena femoralis
KPHQ23	Indsættelse af endoprotese i vena iliaca
KPHQ30	Indsættelse af endoprotese i vena cava inferior
KPHQ35	Indsættelse af endoprotese i bypass fra splankniske vener til cavasystemet
KPHQ41	Indsættelse af endoprotese i vena axillaris eller vena brachialis
KPHQ42	Indsættelse af endoprotese i vena subclavia eller vena brachiocephalica
KPHQ99	Indsættelse af endoprotese i anden vene
KPHR	Fjernelser af stent fra vene
KPHR23	Fjernelse af stent fra vena iliaca
KPHR30	Fjernelse af stent fra vena cava inferior
KPHR99	Fjernelse af stent fra anden vene
KPHS	Endoskopiske operationer på vener
KPHS13	Endoskopisk afbrydelse/deling af perforanter på underben
KPHS14	Endoskopisk afbrydelse/deling af perforanter på lår
KPHS99	Anden endoskopisk operation på vene
KPHT	Injektioner af terapeutiske og skleroserende midler i vene
KPHT23	Injektion af terapeutisk eller skleroserende middel i vena iliaca
KPHT31	Injektion af terapeutisk eller skleroserende middel i vena renalis
KPHT99	Injektion af terapeutisk eller skleroserende middel i anden vene
KPHT99A	Embolisering af vena portaegren eller -grene
KPHT99B	Embolisering af vena ovarica
KPHW	Andre operationer på vener
KPHW02	Perkutan transluminal fjernelse af fremmedlegeme i vena cava inferior
KPHW30	Indsættelse af filter i vena cava inferior
KPHW35	Portosystemisk shunt eller bypass-operation
KPHW35A	Transjugulær intrahepatisk portokaval shunt (TIPS)
KPHW45	Perkutan transluminal plastik i transjugulær intrahepatisk portokaval shunt (TIPS)
KPHW46	Perkutan embolisering af transjugulær intrahepatisk portokaval shunt (TIPS)
KPHW47	Perkutan trombektomi af transjugulær intrahepatisk portokaval shunt (TIPS)
KPHW99	Anden operation på vene
KPJ	Operationer på lymfesystemet
KPJA	Eksplorationer af lymfeknude
KPJA10	Eksploration af lymfeknude
KPJB	Ligaturer af lymfekar
KPJB20	Ligatur af ductus thoracicus
KPJB99	Ligatur af andet lymfekar
KPJD	Excisioner af lymfeknuder
KPJD41	Excision af cervikale lymfeknuder
KPJD41C	Excision af sentinel node på halsen
KPJD41D	Suprahyoid dissektion af lymfeknuder på halsen
KPJD42	Excision af aksillære lymfeknuder
KPJD42A	Åben excision af aksillære lymfeknuder
KPJD42C	Excision af sentinel node i aksil
KPJD42E	Endoskopisk excision af aksillære lymfeknuder
KPJD43	Excision af para-aortale lymfeknuder
KPJD44	Excision af iliakale lymfeknuder
KPJD45	Excision af ingvinale lymfeknuder
KPJD45C	Excision af sentinel node i ingven
KPJD46	Excision af parasternale lymfeknuder
KPJD46C	Excision af sentinel node parasternalt
KPJD51	Radikal excision af cervikale lymfeknuder
KPJD52	Radikal excision af aksillære lymfeknuder
KPJD53	Radikal excision af para-aortale lymfeknuder
KPJD54	Radikal excision af iliakale lymfeknuder
KPJD55	Radikal excision af ingvinale lymfeknuder
KPJD63	Laparoskopisk excision af para-aortale lymfeknuder
KPJD64	Laparoskopisk excision af iliakale lymfeknuder
KPJD74	Laparoskopisk radikal excision af iliakale lymfeknuder
KPJD97	Perkutan endoskopisk excision af andre lymfeknuder
KPJD98	Radikal excision af andre lymfeknuder
KPJD99	Excision af andre lymfeknuder
KPJD99C	Excision af sentinel node fra anden lokalisation
KPJD99D	Excision af sentinel node i fossa poplitea
KPJD99E	Excision af sentinel node i fossa cubiti
KPJW	Andre operationer på lymfesystemet
KPJW10	Incision af lymfeknude
KPJW30	Anlæggelse af lymfovenøs anastomose
KPJW99	Anden operation på lymfesystemet
KPW	Reoperationer efter operation på perifere kar og lymfesystemet
KPWA	Reoperationer ved sårruptur efter operation på perifert kar eller lymfesystem
KPWA00	Sutur af sårruptur efter operation på perifert kar eller lymfesystem
KPWB	Reoperationer ved overfladisk infektion efter operation på perifert kar eller lymfesystem
KPWB00	Reoperation ved overfladisk infektion efter operation på perifert kar eller lymfesystem
KPWC	Reoperationer ved dyb infektion efter operation på perifert kar eller lymfesystem
KPWC00	Reoperation ved dyb infektion efter operation på perifert kar eller lymfesystem
KPWD	Reoperationer ved overfladisk blødning efter operation på perifert kar eller lymfesystem
KPWD00	Reoperation for overfladisk blødning efter operation på perifert kar eller lymfesystem
KPWE	Reoperationer ved dyb blødning efter operation på perifert kar eller lymfesystem
KPWE00	Reoperation for dyb blødning efter operation på perifert kar eller lymfesystem
KPWF	Reoperationer for sutur- eller anastomoseinsufficiens efter operation på perifert kar eller lymfesystem
KPWF00	Reoperation for sutur- eller anastomoseinsufficiens efter operation på perifert kar eller lymfesystem
KPWG	Reoperationer ved trombose eller emboli efter operation på perifert kar eller lymfesystem
KPWG00	Reoperation for trombose eller emboli efter operation på perifert kar eller lymfesystem
KPWG02	Angioskopisk reoperation for trombose eller emboli efter operation på perifert kar eller lymfesystem
KPWH	Reoperationer ved lymfocele efter operation på perifert kar eller lymfesystem
KPWH00	Reoperation for lymfocele efter operation på perifert kar eller lymfesystem
KPWH01	Perkutan endoskopisk reoperation for lymfocele efter operation på perifert kar eller lymfesystem
KPWW	Andre reoperationer efter operation på perifert kar eller lymfesystem
KPWW99	Anden reoperation efter operation på perifert kar eller lymfesystem
KPX	Operationer på både arterier og vener
KPXB	Specielle samtidige indgreb på arterier og vener i overekstremitet
KPXB00	Etablering af regional ekstrakorporal cirkulation i overekstremitet
KPXE	Specielle samtidige indgreb på arterier og vener i underekstremitet
KPXE00	Etablering af regional ekstrakorporal cirkulation i underekstremitet
KQ	Operationer på hud og underhud
KQA	Operationer på hud og underhud på hoved og hals
KQAA	Punkturer, incisioner og lokale destruktioner af patologisk væv i hud på hoved og hals
KQAA00	Punktur af hud på hoved eller hals
KQAA00A	Punktur af hud på hoved
KQAA00B	Punktur af hud på hals
KQAA10	Incision af hud på hoved eller hals
KQAA10A	Incision af hud på hoved
KQAA10B	Incision af hud på hals
KQAA10C	Indlæggelse af dræn i underhud på hoved
KQAA10D	Indlæggelse af dræn i underhud på hals
KQAA20	Dermabrasio eller shaving af hud på hoved eller hals
KQAA20A	Dermabrasio eller shaving af hud på hoved
KQAA20B	Dermabrasio eller shaving af hud på hals
KQAA30	Elektrokoagulation af hud på hoved eller hals
KQAA30A	Elektrokoagulation af hud på hoved
KQAA30B	Elektrokoagulation af hud på hals
KQAA40	Laserbehandling eller fotokoagulation af hud på hoved eller hals
KQAA40A	Laserbehandling eller fotokoagulation af hud på hoved
KQAA40B	Laserbehandling eller fotokoagulation af hud på hals
KQAA50	Kryoterapi af hud på hoved eller hals
KQAA50A	Kryoterapi af hud på hoved
KQAA50B	Kryoterapi af hud på hals
KQAA60	Ætsning af hud på hoved eller hals
KQAA60A	Ætsning af hud på hoved
KQAA60B	Ætsning af hud på hals
KQAA99	Anden lokal destruktion af hud på hoved eller hals
KQAA99A	Anden lokal destruktion af hud på hoved
KQAA99B	Anden lokal destruktion af hud på hals
KQAB	Behandlinger af sår på hoved og hals
KQAB00	Sutur af hud på hoved eller hals
KQAB00A	Sutur af hud på hoved
KQAB00B	Sutur af hud på hals
KQAB00C	Sekundær sutur af hud på hoved
KQAB00D	Resuturering af hud på hoved
KQAB00E	Sekundær sutur af hud på hals
KQAB00F	Resuturering af hud på hals
KQAB05	Sårrevision på hoved eller hals
KQAB05A	Sårrevision på hoved
KQAB05B	Sårrevision på hals
KQAB10	Skiftning af større sår på hoved eller hals
KQAB10A	Skiftning af større sår på hoved
KQAB10B	Skiftning af større sår på hals
KQAB99	Anden sårbehandling på hoved eller hals
KQAB99A	Anden sårbehandling på hoved
KQAB99B	Anden sårbehandling på hals
KQAC	Fjernelser af fremmedlegeme fra hud på hoved og hals
KQAC00	Fjernelse af fremmedlegeme fra hud på hoved eller hals
KQAC00A	Fjernelse af fremmedlegeme fra hud væv på hoved
KQAC00B	Fjernelse af fremmedlegeme fra hud væv på hals
KQAD	Behandlinger af brandsår på hoved og hals
KQAD00	Skiftning af større brandsår på hoved eller hals
KQAD00A	Skiftning af større brandsår på hoved
KQAD00B	Skiftning af større brandsår på hals
KQAD10	Debridement af brandsår på hoved eller hals
KQAD10A	Debridement af brandsår på hoved
KQAD10B	Debridement af brandsår på hals
KQAD20	Excision og dækning af brandsår på hoved eller hals
KQAD20A	Excision og dækning af brandsår på hoved
KQAD20B	Excision og dækning af brandsår på hals
KQAE	Excisioner og korrektioner af hud på hoved og hals
KQAE00	Excision af hud på hoved eller hals
KQAE00A	Excision af hud på hoved
KQAE00B	Excision af hud på hals
KQAE00C	Fluorescensvejledt excision af hud på hoved eller hals
KQAE05	Excision af svedkirtler eller hud med svedkirtler på hoved eller hals
KQAE10	Excision af patologisk væv i hud og underhud på hoved eller hals
KQAE10A	Excision af patologisk væv i hud og underhud på hoved
KQAE10B	Excision af patologisk væv i hud og underhud på hals
KQAE10R	Radikalexcision af patologisk væv i hud og underliggende strukturer på hoved eller hals
KQAE12	Debridement af større nekrose på hoved eller hals
KQAE20	Excision og korrektion af ar på hoved eller hals
KQAE25	Excision og korrektion af ar efter forbrænding på hoved eller hals
KQAE30	Excision og korrektion af postoperativt ar på hoved eller hals
KQAE35	Dækning af huddefekt efter operation eller skade på hoved eller hals
KQAE40	Korrektion af hudforandring efter hudsygdom på hoved eller hals
KQAE50	Ekstern hudekstension på hoved eller hals
KQAE70	Indsættelse af vævsekspander på hoved eller hals
KQAE99	Anden excision eller korrektion af hud på hoved eller hals
KQAF	Operationer på skalp og øjenbryn
KQAF00	Operation for hårtab på skalp
KQAF10	Korrektion af øjenbryn på grund af hårtab
KQAF99	Anden operation på skalp eller øjenbryn
KQAG	Operationer ved kronisk sår og fistel i hud på hoved og hals
KQAG20	Operation for kronisk sår eller fistel i hud på hoved eller hals
KQAG20A	Operation for kronisk sår eller fistel i hud på hoved
KQAG20B	Operation for kronisk sår eller fistel i hud på hals
KQAG30	Forsinket sårsutur på hoved eller hals
KQAG30A	Forsinket sårsutur på hoved
KQAG30B	Forsinket sårsutur på hals
KQAG99	Anden operation ved kronisk sår eller fistel i hud på hoved eller hals
KQAG99A	Anden operation ved kronisk sår eller fistel i hud på hoved
KQAG99B	Anden operation ved kronisk sår eller fistel i hud på hals
KQAJ	Æstetiske korrektioner af hud og underhud på hoved og hals
KQAJ00	Liposuktion på hoved eller hals
KQAJ00A	Liposuktion på hoved
KQAJ00B	Liposuktion på hals
KQAJ10	Løft af øjenbryn
KQAJ15	Løft af øjenbryn med video-endoskop
KQAJ20	Subperiostal ansigtsløftning
KQAJ25	Ansigtsløftning med video-endoskop
KQAJ30	Anden form for ansigtsløftning
KQAJ35	Anden korrektion af slap eller overskydende hud på hoved eller hals
KQAJ99	Anden æstetisk korrektion af hud på hoved eller hals
KQAU	Fjernelser af implantat i hud og underhud på hoved og hals
KQAU00	Fjernelse af vævsekspander i hud og underhud på hoved eller hals
KQB	Operationer på hud og underhud på truncus
KQBA	Punkturer, incisioner og lokale destruktioner af patologisk væv i hud på truncus
KQBA00	Punktur af hud på truncus
KQBA00A	Aspiration af serom i hud på truncus
KQBA10	Incision af hud på truncus
KQBA10A	Indlæggelse af dræn i underhud på abdomen
KQBA10B	Incision af pilonidalcyste
KQBA10C	Indlæggelse af dræn i underhud på thorax
KQBA10D	Incision af hud i genitalområdet
KQBA20	Dermabrasio eller shaving af hud på truncus
KQBA30	Elektrokoagulation af hud på truncus
KQBA30A	Elektrokoagulation af hud i genitalområdet
KQBA40	Laserbehandling eller fotokoagulation af hud på truncus
KQBA40A	Laserbehandling af hud i genitalområdet
KQBA40B	Fotokoagulation af hud i genitalområdet
KQBA50	Kryoterapi af hud på truncus
KQBA50A	Kryoterapi af hud i genitalområdet
KQBA60	Ætsning af hud på truncus
KQBA99	Anden lokal destruktion af hud på truncus
KQBB	Behandlinger af sår på truncus
KQBB00	Sutur af hud på truncus
KQBB00A	Sekundær sutur af hud på truncus
KQBB00B	Resuturering af hud på truncus
KQBB05	Sårrevision på truncus
KQBB10	Skiftning af større sår på truncus
KQBB10A	Skiftning af større nekrose på truncus
KQBB99	Anden sårbehandling på truncus
KQBC	Fjernelser af fremmedlegeme fra hud på truncus
KQBC00	Fjernelse af fremmedlegeme fra hud på truncus
KQBD	Behandlinger af brandsår på truncus
KQBD00	Skiftning af større brandsår på truncus
KQBD10	Debridement af brandsår på truncus
KQBD20	Excision og dækning af brandsår på truncus
KQBE	Excisioner og korrektioner af hud på truncus
KQBE00	Excision af hud på truncus
KQBE00C	Fluorescensvejledt excision af hud på truncus
KQBE05	Excision af svedkirtler eller hud med svedkirtler på truncus
KQBE10	Excision af patologisk væv i hud og underhud på truncus
KQBE10A	Excision af patologisk væv i underhud på truncus
KQBE10B	Excision af lipom på truncus
KQBE10C	Excision af pilonidalcyste på truncus
KQBE10CA	Bred excision af pilonidalcyste med primær lukning i midtlinjen
KQBE10CB	Bred excision af pilonidalcyste med sekundær opheling (åben behandling)
KQBE10CC	Pit-pick operation a.m. Bascom for pilonidalcyste
KQBE10CD	Kløft-løft operation a.m. Bascom for pilonidalcyste
KQBE10CE	Operation for pilonidalcyste a.m. Lord-Millar
KQBE10CF	Excision af pilonidalcyste med anden plastik
KQBE10R	Radikalexcision af patologisk væv i hud og underliggende strukturer på truncus
KQBE12	Debridement af større nekrose på truncus
KQBE20	Excision og korrektion af ar på truncus
KQBE25	Excision og korrektion af ar efter forbrænding på truncus
KQBE30	Excision og korrektion af postoperativt ar på truncus
KQBE35	Dækning af huddefekt efter operation eller skade på truncus
KQBE40	Korrektion af hudforandring efter hudsygdom på truncus
KQBE50	Ekstern hudekstension på truncus
KQBE70	Indsættelse af vævsekspander på truncus
KQBE99	Anden excision eller korrektion af hud på truncus
KQBG	Operationer ved kronisk sår og fistel i hud på truncus
KQBG00	Debridement af decubitus på truncus
KQBG10	Excision og dækning af decubitus på truncus
KQBG20	Operation for kronisk sår eller fistel i hud på truncus
KQBG20A	Operation for strålenekrose på truncus
KQBG30	Forsinket sårsutur på truncus
KQBG99	Anden operation ved kronisk sår eller fistel i hud på truncus
KQBJ	Æstetiske korrektioner af hud og underhud på truncus
KQBJ00	Liposuktion på truncus
KQBJ05	Korrektion af slap eller overskydende hud/underhud på ryg/glutealt
KQBJ05A	Korrektion af slap eller overskydende hud/underhud på øvre ryg
KQBJ05B	Korrektion af slap eller overskydende hud/underhud på nedre ryg
KQBJ05C	Korrektion af slap eller overskydende hud/underhud glutealt (gluteal plastik)
KQBJ30	Korrektion af abdomen pendens
KQBJ30A	Abdominalplastik
KQBJ30B	Abdominalplastik med adressering af pubis
KQBJ30C	Panniculektomi
KQBJ99	Anden æstetisk korrektion af hud på truncus
KQBU	Fjernelser af implantat i hud og underhud på truncus
KQBU00	Fjernelse af vævsekspander i hud og underhud på truncus
KQC	Operationer på hud og underhud på overekstremitet
KQCA	Punkturer, incisioner og lokale destruktioner af patologisk væv i hud på overekstremitet
KQCA00	Punktur af hud på overekstremitet
KQCA10	Incision af hud på overekstremitet
KQCA10A	Indlæggelse af dræn i underhud på overekstremitet
KQCA20	Dermabrasio eller shaving af hud på overekstremitet
KQCA30	Elektrokoagulation af hud på overekstremitet
KQCA40	Laserbehandling eller fotokoagulation af hud på overekstremitet
KQCA50	Kryoterapi af hud på overekstremitet
KQCA60	Ætsning af hud på overekstremitet
KQCA99	Anden lokal destruktion af hud på overekstremitet
KQCA99A	Mikrobølgedestruktion af svedkirtler
KQCB	Behandlinger af sår på overekstremitet
KQCB00	Sutur af hud på overekstremitet
KQCB00A	Sekundær sutur af hud på overekstremitet
KQCB00B	Resuturering af hud på overekstremitet
KQCB05	Sårrevision på overekstremitet
KQCB10	Skiftning af større sår på overekstremitet
KQCB10A	Skiftning af større nekrose på overekstremitet
KQCB99	Anden sårbehandling på overekstremitet
KQCC	Fjernelser af fremmedlegeme fra hud på overekstremitet
KQCC00	Fjernelse af fremmedlegeme fra hud på overekstremitet
KQCD	Behandlinger af brandsår på overekstremitet
KQCD00	Skiftning af større brandsår på overekstremitet
KQCD10	Debridement af brandsår på overekstremitet
KQCD20	Excision og dækning af brandsår på overekstremitet
KQCE	Excisioner og korrektioner af hud på overekstremitet
KQCE00	Excision af hud på overekstremitet
KQCE00A	Operation for syndaktyli på hånd
KQCE00C	Fluorescensvejledt excision af hud på overekstremitet
KQCE05	Excision af svedkirtler eller hud med svedkirtler på overekstremitet
KQCE10	Excision af patologisk væv i hud og underhud på overekstremitet
KQCE10A	Excision af patologisk væv i underhud på overekstremitet
KQCE10B	Excision af lipom på overekstremitet
KQCE10R	Radikalexcision af patologisk væv i hud og underliggende strukturer på overekstremitet
KQCE12	Debridement af større nekrose på overekstremitet
KQCE20	Excision og korrektion af ar på overekstremitet
KQCE25	Excision og korrektion af ar efter forbrænding på overekstremitet
KQCE30	Excision og korrektion af postoperativt ar på overekstremitet
KQCE35	Dækning af huddefekt efter operation eller skade på overekstremitet
KQCE40	Korrektion af hudforandring efter hudsygdom på overekstremitet
KQCE50	Ekstern hudekstension på overekstremitet
KQCE70	Indsættelse af vævsekspander på overekstremitet
KQCE99	Anden excision eller korrektion af hud på overekstremitet
KQCG	Operationer ved kronisk sår og fistel i hud på overekstremitet
KQCG00	Debridement af decubitus på overekstremitet
KQCG10	Excision og dækning af decubitus på overekstremitet
KQCG20	Operation for kronisk sår eller fistel i hud på overekstremitet
KQCG30	Forsinket sårsutur på overekstremitet
KQCG99	Anden operation ved kronisk sår eller fistel i hud på overekstremitet
KQCH	Operationer på fingernegle
KQCH00	Fjernelse af fingernegl
KQCH10	Excision af negleleje på finger
KQCH20	Korrektion af deformitet af fingernegl
KQCH30	Transplantation af negl til finger
KQCJ	Æstetiske korrektioner af hud og underhud på overekstremitet
KQCJ00	Liposuktion på overekstremitet
KQCJ05	Korrektion af slap eller overskydende hud og underhud på overekstremitet
KQCJ05A	Brachioplastik
KQCJ10	Resektion af underhud på overekstremitet
KQCJ99	Anden æstetisk korrektion af hud på overekstremitet
KQCU	Fjernelser af implantat i hud og underhud på overekstremitet
KQCU00	Fjernelse af vævsekspander i hud og underhud på overekstremitet
KQD	Operationer på hud og underhud på underekstremitet
KQDA	Punkturer, incisioner og lokale destruktioner af patologisk væv i hud på underekstremitet
KQDA00	Punktur af hud på underekstremitet
KQDA10	Incision af hud på underekstremitet
KQDA10A	Indlæggelse af dræn i underhud på underekstremitet
KQDA20	Dermabrasio eller shaving af hud på underekstremitet
KQDA30	Elektrokoagulation af hud på underekstremitet
KQDA40	Laserbehandling eller fotokoagulation af hud på underekstremitet
KQDA50	Kryoterapi af hud på underekstremitet
KQDA60	Ætsning af hud på underekstremitet
KQDA99	Anden lokal destruktion af hud på underekstremitet
KQDB	Behandlinger af sår på underekstremitet
KQDB00	Sutur af hud på underekstremitet
KQDB00A	Sekundær sutur af hud på underekstremitet
KQDB00B	Resuturering af hud på underekstremitet
KQDB05	Sårrevision på underekstremitet
KQDB10	Skiftning af større sår på underekstremitet
KQDB10A	Skiftning af større nekrose på underekstremitet
KQDB99	Anden sårbehandling på underekstremitet
KQDC	Fjernelser af fremmedlegeme fra hud på underekstremitet
KQDC00	Fjernelse af fremmedlegeme fra hud på underekstremitet
KQDD	Behandlinger af brandsår på underekstremitet
KQDD00	Skiftning af større brandsår på underekstremitet
KQDD10	Debridement af brandsår på underekstremitet
KQDD20	Excision og dækning af brandsår på underekstremitet
KQDE	Excisioner og korrektioner af hud på underekstremitet
KQDE00	Excision af hud på underekstremitet
KQDE00A	Operation for syndaktyli på fod
KQDE00C	Fluorescensvejledt excision af hud på underekstremitet
KQDE05	Excision af svedkirtler eller hud med svedkirtler på underekstremitet
KQDE10	Excision af patologisk væv i hud og underhud på underekstremitet
KQDE10A	Excision af patologisk væv i underhud på underekstremitet
KQDE10B	Excision af lipom på underekstremitet
KQDE10R	Radikalexcision af patologisk væv i hud og underliggende strukturer på underekstremitet
KQDE12	Debridement af større nekrose på underekstremitet
KQDE20	Excision og korrektion af ar på underekstremitet
KQDE25	Excision og korrektion af ar efter forbrænding på underekstremitet
KQDE30	Excision og korrektion af postoperativt ar på underekstremitet
KQDE35	Dækning af huddefekt efter operation eller skade på underekstremitet
KQDE40	Korrektion af hudforandring efter hudsygdom på underekstremitet
KQDE50	Ekstern hudekstension på underekstremitet
KQDE70	Indsættelse af vævsekspander på underekstremitet
KQDE99	Anden excision eller korrektion af hud på underekstremitet
KQDG	Operationer ved kronisk sår og fistel i hud på underekstremitet
KQDG00	Debridement af decubitus på underekstremitet
KQDG10	Excision og dækning af decubitus på underekstremitet
KQDG20	Operation for kronisk sår eller fistel i hud på underekstremitet
KQDG20A	Excision af kronisk sår og såromgivelser på underekstremitet
KQDG30	Forsinket sårsutur på underekstremitet
KQDG99	Anden operation for kronisk sår eller fistel i hud på underekstremitet
KQDH	Operationer på tånegle
KQDH00	Fjernelse af tånegl
KQDH10	Excision af negleleje på tå
KQDH20	Korrektion af deformitet af tånegl
KQDJ	Æstetiske korrektioner af hud og underhud på underekstremitet
KQDJ00	Liposuktion på underekstremitet
KQDJ05	Korrektion af slap eller overskydende hud og underhud på underekstremitet
KQDJ05A	Inderlårsplastik
KQDJ10	Resektion af underhud på underekstremitet
KQDJ99	Anden æstetisk korrektion af hud på underekstremitet
KQDU	Fjernelser af implantat i hud og underhud på underekstremitet
KQDU00	Fjernelse af vævsekspander i hud og underhud på underekstremitet
KQW	Reoperationer efter operation på hud og underhud
KQWA	Reoperationer ved sårruptur efter operation på hud og underhud
KQWA00	Reoperation ved sårruptur efter operation på hud eller underhud
KQWA10	Sutur af sårruptur efter rekonstruktiv operation på hud eller underhud
KQWB	Reoperationer ved overfladisk infektion efter operation på hud og underhud
KQWB00	Reoperation ved overfladisk infektion efter operation på hud eller underhud
KQWB10	Reoperation ved overfladisk infektion efter rekonstruktiv operation på hud eller underhud
KQWC	Reoperationer ved dyb infektion efter rekonstruktiv operation på hud og underhud
KQWC10	Reoperation ved dyb infektion efter rekonstruktiv operation på hud eller underhud
KQWD	Reoperationer ved overfladisk blødning efter operation på hud og underhud
KQWD00	Reoperation for overfladisk blødning efter operation på hud eller underhud
KQWD10	Reoperation for overfladisk blødning efter rekonstruktiv operation på hud eller underhud
KQWE	Reoperationer ved dyb blødning efter rekonstruktiv operation på hud og underhud
KQWE10	Reoperation for dyb blødning efter rekonstruktiv operation på hud eller underhud
KQWF	Reoperationer ved suturinsufficiens efter plastikkirurgisk indgreb
KQWF00	Reoperation for suturinsufficiens efter plastikkirurgisk indgreb på hud eller underhud
KQWG	Reoperationer ved iskæmiske nekroser efter operation på hud og underhud
KQWG01	Reoperation for iskæmisk vævsnekrose efter operation på hud eller underhud
KQWG10	Reoperation for iskæmisk vævsnekrose efter rekonstruktiv operation på hud eller underhud
KQWW	Andre reoperationer efter operation på hud og underhud
KQWW10	Anden reoperation efter rekonstruktiv operation på hud eller underhud
KQWW99	Anden reoperation efter operation på hud eller underhud
KQX	Operationer på hud og underhud uden angivelse af lokalisation
KQXA	Punkturer, incisioner og lokale destruktioner af patologisk væv i hud uden angivelse af lokalisation
KQXA00	Punktur af hud uden angivelse af lokalisation
KQXA10	Incision af hud uden angivelse af lokalisation
KQXA20	Dermabrasio eller shaving af hud uden angivelse af lokalisation
KQXA20A	Dermabrasio eller shaving af hud overgribende flere lokalisationer
KQXA30	Elektrokoagulation af hud uden angivelse af lokalisation
KQXA40	Laserbehandling eller fotokoagulation af hud uden angivelse af lokalisation
KQXA50	Kryobehandling af hud uden angivelse af lokalisation
KQXA60	Ætsning af hud uden angivelse af lokalisation
KQXA99	Anden incision, biopsi eller lokal destruktion af hud uden angivelse af lokalisation
KQXB	Behandlinger af sår uden angivelse af lokalisation
KQXB00	Sutur af hud uden angivelse af lokalisation
KQXB00A	Sekundær sutur af hud uden angivelse af lokalisation
KQXB00B	Resuturering af hud uden angivelse af lokalisation
KQXB05	Sårrevision uden angivelse af lokalisation
KQXB10	Skiftning af større sår uden angivelse af lokalisation
KQXB99	Anden sårbehandling uden angivelse af lokalisation
KQXC	Fjernelser af fremmedlegeme fra hud uden angivelse af lokalisation
KQXC00	Fjernelse af fremmedlegeme fra hud uden angivelse af lokalisation
KQXD	Behandlinger af brandsår uden angivelse af lokalisation
KQXD00	Skiftning af større brandsår uden angivelse af lokalisation
KQXD10	Debridement af brandsår uden angivelse af lokalisation
KQXD20	Excision og dækning af brandsår uden angivelse af lokalisation
KQXE	Excisioner og korrektioner af hud og underhud uden angivelse af lokalisation
KQXE00	Excision af hud uden angivelse af lokalisation
KQXE00C	Fluorescensvejledt excision af hud uden angivelse af lokalisation
KQXE05	Excision af svedkirtler eller hud med svedkirtler uden angivelse af lokalisation
KQXE10	Excision af patologisk væv i hud og underhud uden angivelse af lokalisation
KQXE12	Debridement af større nekrose uden angivelse af lokalisation
KQXE20	Excision af ar uden angivelse af lokalisation
KQXE25	Excision og korrektion af ar efter forbrænding uden angivelse af lokalisation
KQXE30	Excision og korrektion af postoperativt ar uden angivelse af lokalisation
KQXE35	Dækning af huddefekt efter operation eller skade uden angivelse af lokalisation
KQXE40	Korrektion af hudforandring efter hudsygdom uden angivelse af lokalisation
KQXE50	Ekstern hudekstension uden angivelse af lokalisation
KQXE70	Indsættelse af vævsekspander uden angivelse af lokalisation
KQXE75	Indsættelse af subkutan implanterbar infusionspumpe
KQXE99	Anden excision eller korrektion af hud uden angivelse af lokalisation
KQXG	Operationer for kronisk sår og fistel i hud uden angivelse af lokalisation
KQXG00	Debridement af decubitus uden angivelse af lokalisation
KQXG10	Excision og korrektion af decubitus uden angivelse af lokalisation
KQXG20	Operation for kronisk sår eller fistel i hud uden angivelse af lokalisation
KQXG30	Forsinket sårsutur uden angivelse af lokalisation
KQXG99	Anden operation for kronisk sår eller fistel i hud uden angivelse af lokalisation
KQXJ	Æstetiske korrektioner af hud og underhud uden angivelse af lokalisation
KQXJ00	Liposuktion uden angivelse af lokalisation
KQXJ00A	Liposuktion af lap
KQXJ05	Korrektion af slap eller overskydende hud og underhud uden angivelse af lokalisation
KQXU	Fjernelser af implantat i hud og underhud uden angivelse af lokalisation
KQXU00	Fjernelse af vævsekspander i hud og underhud uden angivelse af lokalisation
KQXU10	Fjernelse af subkutan implanterbar infusionspumpe
KQXU11	Udskiftning af subkutan implanterbar infusionspumpe
KQXU12	Revision af subkutan implanterbar infusionspumpe
KT	Mindre kirurgiske procedurer
KTA	Mindre neurokirurgiske procedurer
KTAA	Mindre procedurer på kranium og intrakranielle strukturer
KTAA00	Fontanellepunktur
KTAA50	Indsættelse af knoglemarkør på kranie
KTAB	Mindre procedurer på rygmarv og nerverødder
KTAB00	Lumbalpunktur
