Kode	Tekst
BTPD34	Indøvning af færden i bil
BTPD35	Indøvning af færden i båd
BTPD36	Indøvning af færden med offentligt transportmiddel
BTPD4	Indøvning af administration af egen økonomi
BTPD40	Indøvning af brug af betalingsmidler
BTPD5	Indøvning af administration af egen medicin
BTPD6	Indøvning af kommunikation og sociale færdigheder
BTPD60	Indøvning af verbal kommunikation
BTPD61	Indøvning af skriftlig kommunikation
BTPD62	Indøvning af brug af kommunikationsudstyr
BTPD63	Indøvning af social kommunikation
BTPD7	Indøvning af brug af servicefunktioner
BTPD70	Indøvning af brug af offentlige kontorer
BTPD71	Indøvning af brug af banker
BTPD72	Indøvning af brug af forretninger
BTPD8	Indøvning af strukturering
BTPD80	Indøvning af strukturering af indhold i dagligdagen
BTPD81	Indøvning af strukturering af rytme i dagligdagen
BTPE	Kompensation for tabt funktion i forbindelse med udadvendt aktivitet
BTPE0	Kompensationstræning ved færdigheder i hjemmet
BTPE00	Kompensationstræning ved madlavning og opvask
BTPE01	Kompensationstræning ved indkøb
BTPE02	Kompensationstræning ved rengøring og oprydning
BTPE03	Kompensationstræning ved tøjvask
BTPE04	Kompensationstræning ved sengeredning
BTPE05	Kompensationstræning ved havearbejde
BTPE06	Kompensationstræning ved reparation
BTPE1	Kompensationstræning ved aktiviteter vedrørende arbejde og skole
BTPE2	Kompensationstræning ved fritidsaktiviteter
BTPE20	Kompensationstræning ved leg
BTPE21	Kompensationstræning ved hobbyaktiviteter
BTPE22	Kompensationstræning ved brug af fritidstilbud
BTPE3	Kompensationstræning ved færden
BTPE30	Kompensationstræning ved kryben og kravlen
BTPE31	Kompensationstræning ved færden til fods
BTPE32	Kompensationstræning ved færden i kørestol
BTPE33	Kompensationstræning ved færden på cykel
BTPE34	Kompensationstræning ved færden i bil
BTPE35	Kompensationstræning ved færden i båd
BTPE36	Kompensationstræning ved færden med offentligt transportmiddel
BTPE4	Kompensationstræning ved administration af egen økonomi
BTPE40	Kompensationstræning ved brug af betalingsmidler
BTPE5	Kompensationstræning ved administration af egen medicin
BTPE6	Kompensationstræning ved kommunikation og sociale færdigheder
BTPE60	Kompensationstræning ved verbal kommunikation
BTPE61	Kompensationstræning ved skriftlig kommunikation
BTPE62	Kompensationstræning ved brug af kommunikationsudstyr
BTPE63	Kompensationstræning ved social kommunikation
BTPE7	Kompensationstræning ved brug af servicefunktioner
BTPE70	Kompensationstræning ved brug af offentlige kontorer
BTPE71	Kompensationstræning ved brug af banker
BTPE72	Kompensationstræning ved brug af forretninger
BTPE8	Kompensationstræning ved strukturering
BTPE80	Kompensationstræning ved strukturering af indhold i dagligdagen
BTPE81	Kompensationstræning ved strukturering af rytme i dagligdagen
BTPF	Vedligeholdelse af udadvendt aktivitet
BTPF0	Vedligeholdelsestræning af færdigheder i hjemmet
BTPF00	Vedligeholdelsestræning i madlavning og opvask
BTPF01	Vedligeholdelsestræning i indkøb
BTPF02	Vedligeholdelsestræning i rengøring og oprydning
BTPF03	Vedligeholdelsestræning i tøjvask
BTPF04	Vedligeholdelsestræning i sengeredning
BTPF05	Vedligeholdelsestræning i havearbejde
BTPF06	Vedligeholdelsestræning i reparation
BTPF1	Vedligeholdelsestræning i aktiviteter vedr. arbejde og skole
BTPF2	Vedligeholdelsestræning i fritidsaktiviteter
BTPF20	Vedligeholdelsestræning i leg
BTPF21	Vedligeholdelsestræning i hobbyaktiviteter
BTPF22	Vedligeholdelsestræning i brug af fritidstilbud
BTPF3	Vedligeholdelsestræning i færden
BTPF30	Vedligeholdelsestræning i kryben og kravlen
BTPF31	Vedligeholdelsestræning i færden til fods
BTPF32	Vedligeholdelsestræning i færden i kørestol
BTPF33	Vedligeholdelsestræning i færden på cykel
BTPF34	Vedligeholdelsestræning i færden i bil
BTPF35	Vedligeholdelsestræning i færden i båd
BTPF36	Vedligeholdelsestræning i færden med offentligt transportmiddel
BTPF4	Vedligeholdelsestræning i administration af egen økonomi
BTPF40	Vedligeholdelsestræning i brug af betalingsmidler
BTPF5	Vedligeholdelsestræning i administration af egen medicin
BTPF6	Vedligeholdelsestræning i kommunikation og sociale færdigheder
BTPF60	Vedligeholdelsestræning i verbal kommunikation
BTPF61	Vedligeholdelsestræning i skriftlig kommunikation
BTPF62	Vedligeholdelsestræning i brug af kommunikationsudstyr
BTPF63	Vedligeholdelsestræning i social kommunikation
BTPF7	Vedligeholdelsestræning i brug af servicefunktioner
BTPF70	Vedligeholdelsestræning i brug af offentlige kontorer
BTPF71	Vedligeholdelsestræning i brug af banker
BTPF72	Vedligeholdelsestræning i brug af forretninger
BTPF8	Vedligeholdelsestræning i strukturering
BTPF80	Vedligeholdelsestræning i strukturering af indhold i dagligdagen
BTPF81	Vedligeholdelsestræning i strukturering af rytme i dagligdagen
BTPH	Kompenserende støtte ved daglige aktiviteter
BTPH0	Kompenserende støtte ved påklædning
BTPH1	Kompenserende støtte ved afklædning
BTPP	Træning af problemløsning i forhold til daglig livsførelse
BTR	Ergonomisk afprøvning vedrørende arbejdsmiljø
BTRA	Ergonomisk optimering af arbejdsprocesser og omgivelser
BTRA0	Afprøvning af ergonomiske løsningsforslag
BTRA00	Ergonomisk afprøvning af arbejdsredskaber
BTRA01	Ergonomisk afprøvning af arbejdsteknikker
BTRA02	Ergonomisk afprøvning af arbejdsprocesser
BTRA03	Ergonomisk afprøvning af arbejdsorganisering
BTRA04	Ergonomisk afprøvning af arbejdsmiljø
BTRA1	Ergonomisk tilpasning af eksisterende arbejdsforhold
BTRA10	Ergonomisk tilpasning af arbejdsredskaber
BTRA11	Ergonomisk tilpasning af arbejdsteknikker
BTRA12	Ergonomisk tilpasning af arbejdsprocesser
BTRA13	Ergonomisk tilpasning af arbejdsorganisering
BTRA14	Ergonomisk tilpasning af arbejdsmiljø
BTRA2	Ergonomisk ændring af arbejdsforholdene
BTRA20	Ergonomisk ændring af arbejdsredskaber
BTRA21	Ergonomisk ændring af arbejdsteknikker
BTRA22	Ergonomisk ændring af arbejdsprocesser
BTRA23	Ergonomisk ændring af arbejdsorganisering
BTRA24	Ergonomisk ændring af arbejdsmiljø
BTS	Rådgivning vedr. erhvervsaktivitet
BTSA	Rådgivning vedr. fremtidigt erhverv
BTSB	Rådgivning vedr. individuel forebyggelse i forbindelse med arbejde
BTSC	Rådgivning om bevarelse af tilknytning til arbejdsmarkedet
BTV	Pleje ved lidelse i daglig livsførelse
BTVA	Generel pleje ved lidelse i daglig livsførelse
BTVB	Speciel pleje ved lidelse i daglig livsførelse
BTX	Andre interventioner vedr. daglig livsførelse
BTXY	Træning (genoptræning) uden specifikation
BU	Kost og ernæring
BUA	Behandling med specifikke kostformer
BUAA	Energijusteret kost
BUAA0	Sygehuskost
BUAA00	Sygehuskost 7 MJ (lille)
BUAA01	Sygehuskost 9 MJ (mellem)
BUAA02	Sygehuskost 12 MJ (stor)
BUAA1	Kost til småtspisende
BUAA10	Kost til småtspisende 7 MJ (lille)
BUAA11	Kost til småtspisende 9 MJ (mellem)
BUAA12	Kost til småtspisende 12 MJ (stor)
BUAA2	Normalkost
BUAA20	Normalkost 7 MJ (lille)
BUAA21	Normalkost 9 MJ (mellem)
BUAA22	Normalkost 12 MJ (stor)
BUAB	Barnekost
BUAB0	Madebarnskost
BUAB1	Spædbarnskost
BUAB10	Modermælkserstatning
BUAB10A	Modermælkserstatning uden medicinsk indikation
BUAF	Speciel kost
BUAF0	Individuelt tilpasset kost
BUAF00	Vegetarkost
BUAF01	Kost uden svinekød
BUAF02	Tygge- og synkevenlig kost
BUAF03	Kost med energi- eller proteintilskud
BUAF04	Flydende kost
BUAJ	Sondeernæring
BUAJ0	Delvis sondeernæring
BUAJ1	Total sondeernæring
BUAL	Parenteral ernæring
BUAL0	Delvis parenteral ernæring
BUAL1	Total parenteral ernæring
BUB	Diæt
BUBA	Diæt ved nyresygdom
BUBA0	CAPD-diæt
BUBA1	Diæt ved præuræmi
BUBA2	Hæmodialysediæt
BUBA8	Anden diæt ved nyresygdom
BUBA80	Natrium- og væskereduceret diæt
BUBA81	Kaliumreduceret diæt
BUBA82	Fosfatreduceret diæt
BUBB	Diæt ved allergi og intolerance
BUBB0	Diæt uden farve- og konserveringsstoffer
BUBB1	Diæt uden pollenkrydsreagerende levnedsmidler
BUBB2	Diæt uden mælkeprodukter
BUBB3	Diæt uden æg
BUBB4	Nikkelreduceret diæt
BUBB7	Astronautkost
BUBB8	Eliminationsdiæt
BUBB9	Anden diæt ved allergi og intolerence
BUBC	Diæt ved sygdom i mave-tarmkanal
BUBC0	Diæt ved obstipation
BUBC1	Diæt ved colon irritable
BUBC2	Diæt ved stomi
BUBC3	Diæt ved leversygdom
BUBD	Fedtstofjusteret diæt
BUBD0	Fedt- og kolesterolreduceret diæt
BUBD1	Fedtstofreduceret diæt
BUBD2	MCT (medium-chain-triglyceride) diæt
BUBE	Kulhydratjusteret diæt
BUBE0	Diabetesdiæt
BUBE00	Diabetesdiæt ved diabetestype 1
BUBE01	Diabetesdiæt ved diabetestype 2
BUBE02	Diabetesdiæt ved gestationel diabetes
BUBE03	Diabetesdiæt ved graviditet
BUBE1	Antidumping-diæt
BUBE8	Anden kulhydratjusteret diæt
BUBE80	Glutenfri diæt
BUBE81	Laktosereduceret diæt
BUBE82	Galaktosereduceret diæt
BUBE83	Fruktosereduceret diæt
BUBF	Protein- og aminosyrejusteret diæt
BUBF0	Proteinkontrolleret diæt
BUBF1	Purinreduceret diæt
BUBS	Diæt ved anden sygdom
BUBS0	Diæt ved adipositas
BUBS1	Diæt ved spiseforstyrrelse
BUBS2	Diæt ved ernæringsterapi
BUBS3	Diæt ved osteoporose
BUBT	Diæt ved symptombehandling
BUBT0	Diæt ved træg mave
BUBT1	Diæt ved kvalme
BUBT2	Diæt ved vægttab
BUBT3	Diæt ved nedsat appetit
BUBY	Diæt ikke klassificeret andetsteds
BUBY0	Undersøgelsesdiæt
BUBY1	Energireduceret diæt
BUBY2	Elementardiæt
BUBY3	Ketogen diæt
BUG	Pædagogisk intervention i forbindelse med diæt og kost
BUGA	Diætvejledning
BUGA0	Initial diætvejledning
BUGA1	Opfølgende diætvejledning
BUGB	Vejledning ved behandling med specifik kost
BUGB0	Initial vejledning ved behandling med specifik kost
BUGB1	Opfølgende vejledning ved behandling med specifik kost
BUGC	Kostrådgivning
BUGC0	Rådgivning om gode kostvaner
BUGC1	Specifik kostrådgivning
BUGC2	Initial kostrådgivning
BUGC3	Opfølgende kostrådgivning
BUGC7	Madlavningskursus
BUGX	Delprocedure ved diæt- og kostrådgivning
BUGX0	Kostberegning
BUGX1	Social ressourceafklaring mhp. diætbehandling af epilepsi
BUGX2	Igangsætning af ketogen diæt
BUK	Interventioner i forbindelse med fødeindtagelse
BUKA	Interventioner i relation til indtagelse af mad og drikke
BUKA0	Kompenserende støtte ved fremstilling af mad og drikke
BUKA01	Kompenserende støtte ved fremstilling af kold mad
BUKA02	Kompenserende støtte ved fremstilling af varm mad
BUKA03	Kompenserende støtte ved fremstilling af specialkost
BUKA04	Kompenserende støtte ved fremstilling af drikkevarer
BUKA3	Kompenserende støtte ved indtagelse af mad og drikke
BUKA30	Kompenserende støtte ved indtagelse af drikkevarer
BUKA31	Kompenserende støtte ved spisning
BUKA32	Kompenserende handling ved madning
BUKA33	Kompenserende handling ved sutteflaskegivning
BUKA34	Kompenserende handling ved udskæring af mad
BUKA5	Kompenserende støtte ved indtagelse af spisestilling
BUKA7	Servering af kost og væske
BUKA70	Servering af drikkevarer
BUKA71	Servering af mad
BUKA72	Anretning af mad
BUKB	Registrering af indtag af mad og drikke
BUV	Pleje ved lidelse i kost og ernæring
BUVA	Generel pleje ved lidelse i kost og ernæring
BUVB	Speciel pleje ved lidelse i kost og ernæring
BUX	Andre interventioner i forbindelse med kost og ernæring
BUXA	Behandling med faste
BUXA0	Faste, 72 timer
BV	Kommunikation og generelle pædagogiske interventioner
BVA	Kommunikation
BVAA	Samtaler
BVAA0	Samtaler i forbindelse med indlæggelse
BVAA00	Visitationssamtale
BVAA01	Indlæggelsessamtale
BVAA02	Statussamtale
BVAA03	Evalueringssamtale
BVAA04	Udskrivningssamtale
BVAA2	Samtale ved påbegyndelse af ambulant behandling
BVAA20	Samtale ved afslutning af ambulant forløb
BVAA3	Samtaler som led i behandlings- og plejeforløb
BVAA30	Samtale med patient om plejeforløb
BVAA31	Samtale med patient om operation og behandlingsforløb
BVAA31A	Samtale med patient forud for operation og behandlingsforløb
BVAA31B	Samtale med patient efter operation og behandlingsforløb
BVAA32	Samtale med patient om konkret undersøgelse
BVAA33	Elektronisk kontakt med klinisk sigte
BVAA33A	Telefonkonsultation
BVAA33B	E-mail konsultation
BVAA33D	Videokonsultation
BVAA34	Samtale med patient og pårørende som led i behandlings- og plejeforløb
BVAA34A	Samtale med behandlingssigte
BVAA35	Samtale med patient og anden behandler
BVAA36	Samtale med patient om deltagelse i kontrolleret forsøg
BVAA37	Samtale med patient om deltagelse i projekt
BVAA38	Samtale med patient om deltagelse i undervisning
BVAA39	Samtale med patient vedr. psykiske problemer
BVAA4	Samtale ved påbegyndelse af hjemmepleje
BVAA5	Samtale med pårørende
BVAA5A	Information af pårørende om mulighed for organdonation
BVAA5B	Samtale med pårørende ved dennes fremmøde på sygehus
BVAA6	Samtaler i forbindelse med krise
BVAA60	Samtale ved dødsfald
BVAA61	Samtale i forbindelse fritidsulykke
BVAA62	Samtale i forbindelse med incest
BVAA63	Samtale i forbindelse med vold
BVAA64	Samtale i forbindelse med seksuelt overgreb
BVAA64A	Samtale i forbindelse med voldtægt
BVAA65	Samtale efter arbejdsulykke
BVAA66	Samtale i forbindelse med arbejdsmiljøproblemer
BVAA7	Samtale om fødselsforløb
BVAA70	Samtale ved dødfødsel
BVAA8	Samtale med patient om sociale forhold
BVAA83	Telefonsamtale med patient om sociale forhold
BVAA9	Samtale med anden behandler eller instans som led i behandlingsforløb
BVAA90	Samtale med praktiserende læge
BVAA91	Samtale med speciallæge
BVAA91A	Samtale med tandlæge
BVAA92	Samtale med andre myndigheder
BVAA92A	Samtale med socialforvaltning
BVAA92B	Samtale med hjemmepleje
BVAA92C	Samtale med plejehjem
BVAA92D	Samtale med politi
BVAA92E	Tilstedeværelse af politi
BVAA97	Samtale med forældre
BVAA98	Samtale med støtte- eller kontaktperson
BVAA99	Samtale med værge
BVAB	Kommunikation ved direkte kontakt
BVAB1	Personlig støtte ved direkte kontakt
BVAB10	Holde om patienten
BVAB11	Holde patienten i hånden
BVAB12	Være til stede hos patienten
BVAB13	Ledsage patienten
BVAC	Skriftlig kommunikation
BVAC0	Udlevering af skriftligt informationsmateriale
BVAC1	Brevsvar til patient
BVAC10	Brevsvar vedrørende konkret undersøgelse
BVAC2	Skriftlig kommunikation vedr. udredning og behandling
BVAC20	Udfærdigelse af erklæringer og attester
BVAC20A	Socialmedicinsk forslag til socialforvaltning (LÆ165)
BVAC21	Henvisning til andre instanser og myndigheder
BVAC21A	Henvisning til rehabilitering for torturoverlevere (RCT)
BVAC22	Udsendelse af ADHD-RS skema til forældre
BVAC22A	ADHD-RS skema til forældre returneret udfyldt
BVAC23	Udsendelse af ADHD-RS skema til skole/institution
BVAC23A	ADHD-RS skema til skole/institution returneret udfyldt
BVAD	Informationsmøde for patienter og pårørende
BVAD0	Tværfagligt informationsmøde om operationsforløb for patient og pårørende
BVAW	Anden kommunikation
BVAW1	Kontakt med anden myndighed
BVAW1A	Henvendelse til kommune vedr. færdigbehandlet patient
BVAW2	Netværksmøde
BVAW21	Netværksmøde ved rusmiddelproblematik
BVAW22	Koordinerende netværksmøde
BVAW3	Telefonsamtale med anden behandler eller instans som led i behandlingsforløb
BVAW30	Telefonsamtale med praktiserende læge
BVAW31	Telefonsamtale med speciallæge
BVAW31A	Telefonsamtale med tandlæge
BVAW32	Telefonsamtale med andre myndigheder
BVAW32A	Telefonsamtale med socialforvaltning
BVAW32B	Telefonsamtale med hjemmepleje
BVAW32C	Telefonsamtale med plejehjem
BVAW32D	Telefonsamtale med politi
BVAW38	Telefonsamtale med støtte- eller kontaktperson
BVAW39	Telefonsamtale med værge
BVAW39A	Telefonsamtale med værge om sociale forhold
BVAW4	Telefonsamtale med privat anden part som led i behandlingsforløb
BVAW41	Telefonsamtale med forældre
BVAW42	Telefonsamtale med pårørende
BVAW42A	Telefonsamtale med pårørende om sociale forhold
BVAW43	Telefonsamtale med besøgsven eller lignende
BVD	Generelle pædagogiske interventioner
BVDH	Behandling på hold
BVDS	Behandling i skole
BVDT	Pædagogiske handlinger vedrørende rygeafvænning
BVDT0	Vejledning i brug af hjælpemidler til rygeafvænning
BVDT00	Vejledning i brug af nikotinplaster
BVDT01	Vejledning i brug af nikotintyggegummi
BVDT02	Vejledning i brug af andet hjælpemiddel
BVDT1	Rådgivning vedrørende rygestop
BVDU	Alkoholrådgivning
BVDY	Pædagogiske handlinger ikke klassificeret andetsteds
BVDY0	Vejledning, instruktion, undervisning og rådgivning af patient
BVDY00	Vejledning af patient
BVDY01	Instruktion af patient i konkret fremgangsmåde
BVDY02	Oplæring af patient i manuel færdighed
BVDY03	Oplæring af patient i mestring af egen situation
BVDY04	Undervisning af patient i nødvendig viden
BVDY05	Rådgivning af patient om muligheder
BVDY06	Vejledning i forbindelse med planlagt undersøgelses- og behandlingsforløb
BVDY2	Motivering af patient
BVDY3	Afledning af patient
BVDY4	Supervisering af patient
BVDY5	Pædagogisk handling rettet imod pårørende og anden behandler
BVDY50	Oplæring af pårørende
BVDY50A	Oplæring af pårørende i genoplivning
BVDY50A1	Oplæring af pårørende i genoplivning af neonatal
BVDY50B	Undervisning af pårørende i epilepsi
BVDY55	Rådgivning af pårørende
BVDY56	Rådgivning af anden behandler
BVDY56A	Specialespecifik vejledning til anden instans
BVDY7	Hukommelsesstøtte
BVDY8	Udfyldelse af spørgeskema under vejledning
BVG	Rådgivning i forbindelse med specificeret helbredsrisiko
BVGA	Rådgivning i forbindelse med arvelig helbredsrisiko
BVGA0	Klinisk genetisk rådgivning
BVGA00	Onkogenetisk rådgivning
BVGA01	Genetisk rådgivning i forbindelse med graviditet
BVGA5	Klinisk genetisk opfølgning
BVGA7	Klinisk genetisk vejledning til anden instans
BVX	Rådgivning uden specifikation
BW	Behandling og andre procedurer af generel karakter
BWA	Overvåget indgift af medicin
BWAA	Medicingivning
BWAA0	Medicingivning per os
BWAA00	Medicingivning via gastrointestinal sonde
BWAA1	Medicingivning ved inhalation
BWAA2	Medicingivning via slimhinde
BWAA20	Medicingivning sublingualt
BWAA21	Medicingivning i øje
BWAA22	Medicingivning i næse
BWAA23	Medicingivning i øre
BWAA24	Medicingivning i vagina
BWAA25	Medicingivning i rectum
BWAA26	Medicingivning i stomi
BWAA27	Installatio intravesicalis
BWAA3	Medicingivning ved injektion
BWAA30	Medicingivning ved intramuskulær injektion
BWAA31	Medicingivning ved subkutan injektion
BWAA32	Medicingivning ved intrakutan injektion
BWAA4	Medicingivning transkutant
BWAA40	Medicingivning ved plaster
BWAA5	Medicingivning kutant
BWAA50	Medicingivning ved påsmøring
BWAA51	Medicingivning ved lukket forbinding
BWAA52	Medicingivning ved badning
BWAA6	Medicingivning intravenøst
BWAA60	Medicingivning ved intravenøs injektion
BWAA61	Medicingivning ved intravenøs injektion gennem permanent venekateter
BWAA62	Medicingivning ved intravenøs infusion
BWAA7	Medicingivning i kropshulrum
BWAA70	Medicingivning ved intrathekal injektion
BWAA71	Medicingivning ved intraspinal injektion
BWAA72	Installatio epiduralis
BWAA73	Medicingivning ved intraperitoneal injektion
BWAA74	Medicingivning ved intraartikulær injektion
BWAA8	Medicingivning på anden specifiseret måde
BWAA80	Medicingivning via pumpe
BWD	Andre procedurer i relation til medicinsk behandling
BWDA	Medicinordinering
BWDA0	Receptudstedelse
BWDA00	Receptfornyelse
BWDA01	Telefonisk receptudstedelse
BWDB	Anden medicinadministration
BWDB0	Udlevering af medicin
BWDB00	Udlevering af medicin til akut brug
BWDB01	Udlevering af medicin som led i specialiseret behandling
BWDB02	Udlevering af medicin som led i kontrolleret forsøg
BWDB03	Udlevering af medicin til brug i en periode
BWDB03D	Udlevering af medicin til brug i en periode på 1-6 dage
BWDB03D1	Udlevering af medicin til brug i 1 dag
BWDB03D2	Udlevering af medicin til brug i 2 dage
BWDB03D3	Udlevering af medicin til brug i 3 dage
BWDB03D4	Udlevering af medicin til brug i 4 dage
BWDB03D5	Udlevering af medicin til brug i 5 dage
BWDB03D6	Udlevering af medicin til brug i 6 dage
BWDB03M	Udlevering af medicin til brug i en periode på 1-11 måneder
BWDB03M1	Udlevering af medicin til brug i 1 måned
BWDB03M2	Udlevering af medicin til brug i 2 måneder
BWDB03M3	Udlevering af medicin til brug i 3 måneder
BWDB03M4	Udlevering af medicin til brug i 4 måneder
BWDB03M5	Udlevering af medicin til brug i 5 måneder
BWDB03M6	Udlevering af medicin til brug i 6 måneder
BWDB03M7	Udlevering af medicin til brug i 7 måneder
BWDB03M8	Udlevering af medicin til brug i 8 måneder
BWDB03M9	Udlevering af medicin til brug i 9 måneder
BWDB03MA	Udlevering af medicin til brug i 10 måneder
BWDB03MB	Udlevering af medicin til brug i 11 måneder
BWDB03U	Udlevering af medicin til brug i en periode på 1-3 uger
BWDB03U1	Udlevering af medicin til brug i 1 uge
BWDB03U2	Udlevering af medicin til brug i 2 uger
BWDB03U3	Udlevering af medicin til brug i 3 uger
BWDB03Z	Udlevering af medicin til brug i en periode på 1 år og mere
BWDB03Z1	Udlevering af medicin til brug i 1 år
BWDB03Z2	Udlevering af medicin til brug i 2 år
BWDC	Ophældning m.m. af medicin
BWDC0	Doseret ophældning af medicin
BWDC00	Ophældning af medicin i engangsdosis
BWDC01	Ophældning af medicin i doseringsæske til et døgn
BWDC02	Ophældning af medicin i doseringsæske til en uge
BWDC2	Tilsætning af medicin til infusionsvæske
BWDC5	Tilsætning af medicin til peritonealdialysevæske
BWE	Medikamentel behandling
BWEZ	Medikamentel behandling
BWF	Interventioner ved symptombehandling af generel karakter
BWFA	Symptombehandling med akupunktur
BWFA1	Behandling med øreakupunktur (NADA)
BWFL	Løbetræning
BWG	Strålebehandling
BWGA	Planlægning af strålebehandling
BWGA1	Stråleplanlægning - enkel, direkte opstilling
BWGA10	Stråleplanlægning - helkrop
BWGA10A	Stråleplanlægning - helkrop(CT)
BWGA10B	Stråleplanlægning - helkrop(CT - PET)
BWGA10C	Stråleplanlægning - helkrop (CT-MR)
BWGA11	Stråleplanlægning - intrakavitær
BWGA11A	Stråleplanlægning - intrakavitær (CT)
BWGA11B	Stråleplanlægning - intrakavitær (CT - PET)
BWGA11C	Stråleplanlægning - intrakavitær (CT-MR)
BWGA2	Stråleplanlægning - individuel 3D konform
BWGA2A	Stråleplanlægning - individuel 3D konform (CT)
BWGA2B	Stråleplanlægning - individuel 3D konform (CT - PET)
BWGA2C	Stråleplanlægning - individuel 3D konform (CT-MR)
BWGA3	Stråleplanlægning - intensitetsmoduleret
BWGA3A	Stråleplanlægning - intensitetsmoduleret (CT)
BWGA3B	Stråleplanlægning - intensitetsmoduleret (CT - PET)
BWGA3C	Stråleplanlægning - intensitetsmoduleret (CT-MR)
BWGA3D	Stråleplanlægning - intensitetsmoduleret (MR)
BWGA4	Stråleplanlægning - åndedræts-tilpasset
BWGA4A	Stråleplanlægning - åndedræts-tilpasset (CT)
BWGA4B	Stråleplanlægning - åndedræts-tilpasset (CT-PET)
BWGA4C	Stråleplanlægning - åndedræts-tilpasset (CT-MR)
BWGA5	Virtuel simulering ( CT)
BWGA6	Stråleplanlægning - stereotaksi
BWGA7	Stråleplanlægning - interstitielt
BWGA7A	Stråleplanlægning - interstitiel (CT)
BWGA7B	Stråleplanlægning - interstitielt (CT - PET)
BWGA7C	Stråleplanlægning - interstitielt (CT-MR)
BWGA8	Stråleplanlægning - proton (sammenlignende dosisplan)
BWGA8A	Stråleplanlægning - proton (CT)
BWGA8B	Stråleplanlægning - proton (CT-MR)
BWGA8C	Stråleplanlægning - proton (CT-PET)
BWGA8D	Stråleplanlægning - proton (CT-MR-PET)
BWGA8E	Stråleplanlægning - proton (CT-skanning til adaptation)
BWGA8F	Stråleplanlægning - proton (MR-skanning til adaptation)
BWGC	Ekstern strålebehandling
BWGC1	Konventionel ekstern strålebehandling
BWGC2	Stereotaktisk strålebehandling
BWGC21	Cerebral stereotaktisk strålebehandling
BWGC22	Stereotaktisk strålebehandling af lever
BWGC23	Stereotaktisk strålebehandling af lunger
BWGC24	Stereotaktisk strålebehandling af pancreas
BWGC29	Stereotaktisk strålebehandling af andet organ eller væv
BWGC3	Helkropsbestråling (TBI)
BWGC31	Foton helkropsbestråling (foton-TBI)
BWGC32	Elektron helkropsbestråling (elektron-TBI)
BWGC4	Intensitetsmoduleret radioterapi (IMRT)
BWGC4A	Intensitetsmoduleret radioterapi (IMRT), image guided radiotherapy (IGRT)
BWGC5	Individuel konform strålebehandling
BWGC5A	Individuel konform strålebehandling, image guided radiotherapy (IGRT)
BWGC6	Protonterapi
BWGC6A	Protonterapi - kraniospinal akse
BWGC6B	Protonterapi - åndedræts-tilpasset
BWGC7	Strålebehandling med gating
BWGC7A	Strålebehandling med gating, image guided radiotherapy (IGRT)
BWGC8	MR-vejledt strålebehandling
BWGC8A	MR-vejledt strålebehandling, image guided radiotherapy (IGRT)
BWGC8B	MR-vejledt strålebehandling med gating
BWGC8C	MR-vejledt stereotaksisk strålebehandling
BWGC8D	MR-vejledt stereotaksisk strålebehandling med gating
BWGC8E	MR-vejledt adaptiv strålebehandling
BWGC8F	MR-vejledt adaptiv strålebehandling med biomarkører
BWGE	Brachyterapi
BWGE1	Intrakavitær strålebehandling
BWGE2	Interstitiel strålebehandling
BWGG	Isotopterapi
BWGG1	Isotopterapi med I-131
BWGG1A	Isotopterapi med I-131, lavdosis
BWGG1B	Isotopterapi med I-131, højdosis
BWGG1C	Isotopterapi med I-131-MIBG
BWGG2	Isotopterapi med Y-90
BWGG2A	Selektiv intern radioterapi med Y-90
BWGG2B	Isotopterapi med Y-90-Zevalin
BWGG2C	Isotopterapi med Y-90-DOTATOC
BWGG3	Isotopterapi med In-111
BWGG3A	Isotopterapi med In-111-Octreotid
BWGG4	Isotopterapi med Sr-89
BWGG5	Isotopterapi med radium-223 diklorid
BWGG6	Isotopterapi med Lu-177
BWGG6A	Isotopterapi med Lu-177-DOTATATE
BWGG6B	Isotopterapi med Lu-177-DOTATOC
BWGG7	Isotopterapi med Sm-153
BWGG8	isotopterapi med P-32
BWGG9	Isotopterapi med anden isotop
BWGJ	Intraoperativ strålebehandling, ioniseret stråling
BWGJ1	Intraoperativ strålebehandling af bryst
BWH	Særlige medicinske behandlinger og behandlingsprincipper
BWHA	Cytostatisk behandling
BWHA1	Basis cytostatisk behandling
BWHA101	Behandling med treosulfan
BWHA102	Behandling med doxorubicin
BWHA103	Behandling med epirubicin
BWHA104	Behandling med mitoxantron
BWHA105	Behandling med cyclophosphamid
BWHA106	Behandling med ifosfamid
BWHA107	Behandling med cisplatin
BWHA108	Behandling med oxaliplatin
BWHA109	Behandling med carboplatin
BWHA110	Behandling med 5-fluorouracil
BWHA111	Behandling med etoposid
BWHA112	Behandling med carboplatin+etoposid
BWHA113	Behandling med vinorelbin
BWHA114	Behandling med gemcitabin
BWHA115	Behandling med methotrexat
BWHA117	Behandling med cyclophosphamid+methotrexat+5-fluorouracil (CMF)
BWHA118	Behandling med cyclophosphamid+epirubicin+5-fluorouracil (CEF)
BWHA119	Behandling med cyclophosphamid+doxorubicin+vinkristin+prednisolon (CHOP)
BWHA120	Behandling med MIME
BWHA121	Behandling med actinomycin-D
BWHA122	Behandling med actinomycin-D+methotrexat
BWHA123	Behandling med capecitabin
BWHA124	Behandling med ftorafur (UFT)
BWHA125	Behandling med hexalen
